isrc,artist_id,artist_name,track_name,streams,weeks_in_charts,n_regions,danceability,energy,speechiness,instrumentalness,liveness,valence,tempo,song_length,song_age,explicit,n_playlists,sp_popularity,youtube_views,tiktok_counts,insta_followers_artist,monthly_listeners_artist,playlist_total_reach_artist,sp_fans_artist,shazam_counts,release_date,genre,label,top10,expert_rating
DECE72004944,184010,PA Sports feat. Capital Bra,Hell,831136,9,3,60.7,74.3,25.6,0.38,11.4,44,81.835,2.80475,1.42857142857143,0,125,72,0,0,517497,2100396,13884642,145225,10644,2021-01-21,HipHop/Rap,Universal Music,0,good
GBAHT2000545,62094,Nines,Monster,506857,7,1,65.8,57.7,38.9,4.78e-4,31.9,43.6,166.079,2.7409,29.2857142857143,0,28,46,0,21,502868,1129806,8938049,10102,0,2020-08-28,HipHop/Rap,Warner Music,0,poor
USC4R1802355,95892,Ghost,Dance Macabre,79310,6,2,61.9,69.6,3.15,0.56,38,72.7,125.986,3.662,146.285714285714,0,704,59,0,236,731649,1687859,7383285,293746,0,2018-06-02,Pop,Universal Music,0,good
TCADA1787637,209629,Movimiento Original,Preparao,85312,9,1,69.2,86.3,11.3,0,7.06,69.1,89.905,3.56261666666667,203.857142857143,1,0,0,0,0,273043,1129030,2088125,80606,0,2017-04-27,Pop,Independent,0,fair
SEUM72001418,208286,John De Sohn,Dance Forever,39436,1,1,72.1,80,3.61,0,33,73.6,105.96,2.736,16.2857142857143,0,45,52,0,0,10265,2623578,28225417,3372,0,2020-11-27,Pop,Universal Music,0,excellent
SEUM71900027,1091022,SVEA,Die For You,22084,1,1,48.8,60.9,5.45,5.48e-4,11.6,19.2,149.61,2.94111666666667,111.285714285714,0,16,24,0,0,15712,881587,17496369,409,1126,2019-02-01,Pop,Universal Music,0,excellent
FR9EI1900080,208640,Dosseh feat. Bramsito,Thaïlande,2969349,74,1,87.7,56.8,28.7,0,17.3,55.3,124.076,3.73645,88.2857142857143,0,37,51,9925989,0,759884,1213097,3413648,843793,0,2019-07-12,HipHop/Rap,Universal Music,0,fair
USUM70749087,1845,Kanye West feat. T-Pain,Good Life,142727,3,2,43.5,80.2,32.4,0,46.7,45.4,84.267,3.45,741.857142857143,0,9550,32,87541009,393,329468,35438450,188697997,3579484,952292,2007-01-01,HipHop/Rap,Universal Music,0,good
GBUM71700709,5377,LANY,The Breakup,33851,1,4,55.4,71.8,8.57,6.01,29.3,56.2,116.086,3.94488333333333,202.285714285714,1,295,29,3895902,6,889372,7604249,52330148,68432,15827,2017-05-04,Rock,Universal Music,0,poor
CLBB26100132,222890,Silvia Infantas Y Los Condores,Mi Banderita Chilena,293568,5,1,58.1,33.1,6.4,0,15.2,25.1,115.821,3.11711666666667,1346.42857142857,0,12,22,0,0,0,13442,49926,130,0,2008-01-01,Pop,Independent,0,excellent
TRBIY2000083,656224,Ece Mumay,Sade Kahve,140016,5,1,82.1,61.4,6.45,0.06,9.81,24.7,119.885,2.83333333333333,23.2857142857143,0,6,38,4192167,4871,400497,744592,2298371,141254,0,2020-10-09,Pop,Independent,0,poor
USEL11200162,3115,Juan Luis Guerra 4.40,La Bilirrubina - En Vivo Estadio Olímpico De República Dominicana/2012,106055,3,3,58.5,97.7,6.15,0,32.8,80.1,138.264,3.88133333333333,428.714285714286,0,821,64,0,262,1750667,5233314,37774514,889819,0,2013-01-01,other,Universal Music,0,good
DEFZ71800013,208024,Bushido feat. Akon,Unsterblichkeit (feat. Akon),650939,7,3,70.1,57.7,41.1,0,11.5,14.4,93.866,3.51193333333333,129.285714285714,0,37,33,0,0,1678713,1631360,3905726,696606,0,2018-09-27,HipHop/Rap,Sony Music,0,poor
USUS11600173,4320,Deorro feat. Elvis Crespo,Bailar (feat. Elvis Crespo) - Radio Edit,1232507,49,7,79.3,84.8,12.1,22.6,6.47,45.5,128.104,2.29435,207.285714285714,0,4594,61,8883463,3769,702638,6898341,50062951,931659,0,2016-04-07,Pop,Sony Music,0,good
IDA181234802,141111,Peterpan,Mungkin Nanti,1549290,234,1,59.1,68.4,3.53,0.01,12.4,17.5,115.967,4.47045,868.857142857143,1,74,60,0,4233,0,1070902,1700760,31830,45760,2014-01-13,Pop,Independent,0,good
USSM11808184,3870,Future feat. Juice WRLD,7 Am Freestyle,2473842,7,2,95.1,40.1,41.1,0,14.9,53.9,129.976,3.21511666666667,126.285714285714,0,407,64,0,127,16497074,29231405,191721776,3151290,59588,2018-10-19,HipHop/Rap,Sony Music,0,excellent
USSM11408623,4913,Meghan Trainor,I'll Be Home,22600061,74,26,51.4,36.2,2.63,0.00093000000000000005,10.4,30.1,84.767,3.65733333333333,315.571428571429,0,2753,54,15389206,19800,11809626,15583157,121668374,1245471,481200,2014-11-16,other,Sony Music,1,poor
ES5151900101,325326,Marea,En las encías,39684,1,1,54.2,87.6,4.43,51.9,29.4,75.6,144.978,4.52905,101.285714285714,0,33,49,0,0,76286,520723,2434299,29291,7015,2019-03-06,Rock,Warner Music,0,poor
USSM11907241,2053,John Legend,This Christmas,480595,11,1,62,69.9,3.83,0.01,43.3,59.9,94.01,3.05288333333333,71.2857142857143,0,109,37,325783,86,13590397,21914511,172279250,2949723,5097,2019-11-08,other,Sony Music,0,good
TR0531505505,214314,Teoman,Serseri,434695,90,1,66.5,52.2,3.01,1.79e-4,7.56,52.2,74.999,3.68591666666667,302.857142857143,0,124,47,24029881,45,255646,1417149,2806485,441555,49357,2015-03-10,Rock,Independent,0,good
TRAZY1700037,492839,Manuş Baba,Ben Sana Vurgunum,1120781,109,1,55.9,72.4,2.95,0.02,15.9,28.1,136.028,5.00821666666667,203.428571428571,0,13,39,15317585,0,407862,437923,1561265,52357,0,2017-04-27,Pop,Independent,0,excellent
QM4TX1874855,1985,Baby Rasta & Gringo,Envuelta,28803,2,1,69.2,86.8,11.8,0,10.5,54.1,192.026,3.36221666666667,143.285714285714,0,25,31,0,0,2065168,1524115,9482521,522666,15837,2018-06-22,other,Independent,0,good
USUM71813615,855069,Lil Mosey feat. BlocBoy JB,Yoppa (with BlocBoy JB),11709,1,1,81.4,49.5,7.72,0,11,34.7,140.885,2.7234,128.428571428571,0,500,0,0,18,4798583,14910314,82472626,269198,55232,2018-10-04,HipHop/Rap,Universal Music,0,fair
NOUM72100048,207870,TIX,Fallen Angel,2236729,29,1,54.2,64.7,2.77,0,10.8,28.1,92.999,2.89643333333333,4.14285714285714,0,95,68,0,267,245270,1261370,4731016,1637,2311,2021-02-19,Pop,Universal Music,0,excellent
SEWLR1700801,537863,Joakim Lundell feat. Arrhult,All I Need - Acoustic Version,137738,6,1,53,43.1,4.19,0,9.12,32.7,126.177,3.23683333333333,207.285714285714,0,77,42,0,0,1055250,441113,1417904,10339,0,2017-03-31,Pop,Universal Music,0,excellent
HKI491737102,217685,Janice Vidal,天敵,797838,291,1,64.2,50.4,6.43,0,36.2,44.1,131.15,3.98886666666667,190.285714285714,0,56,36,0,0,0,332725,1219735,1097,0,2017-03-10,Pop,Warner Music,0,excellent
NL1TK1900001,614017,Duncan Laurence,Arcade,52580057,116,27,45.3,35,4.25,0.12,14.4,27.9,72.017,3.08578333333333,18.4285714285714,0,1935,85,26185229,464700,393880,13289562,97584650,13310,2357979,2019-03-07,Pop,Universal Music,1,good
GBSMU3835291,215613,Kosso feat. Rambo feat. Mo Temsamani,Sjeik,25386,1,1,76.1,53.4,8.83,0,7.76,5.58,98.94,3.53416666666667,193.285714285714,1,13,24,0,0,303916,318244,1614775,3981,0,2017-07-06,Pop,Independent,0,good
DEUM71723929,209090,Luciano,Flex,851576,14,3,91.7,60.9,33.1,1.78e-4,12.5,28.8,140.002,2.33911666666667,174.285714285714,0,117,42,0,529,1586001,4075957,14702728,190509,10267,2017-09-27,HipHop/Rap,Universal Music,0,fair
FR10S2084217,131931,Kekra feat. Turner & Mustang,Putain de salaire - 924 Remix,45848,1,1,84.4,68.7,30,0,18.1,58.6,121.995,3.25111666666667,51.2857142857143,0,2,0,0,0,159308,748908,1875922,108744,0,2020-03-27,HipHop/Rap,Independent,0,fair
QM24S1829498,740726,Yvng Swag feat. Pedrito Vm,Flamingo Star,206968,10,1,75.3,55.7,15.9,0,10.8,71.5,82.025,3.1926,135.714285714286,0,30,42,0,2943,1402330,83366,151718,828,16860,2018-08-14,Pop,Independent,0,good
USWD11778859,3963,Ariana Grande feat. John Legend,美女と野獣,24022105,410,20,51.2,53.2,2.66,0,10.3,28.3,81.353,3.7988,215.285714285714,0,1814,46,4157657,0,227219353,59976087,368330235,10121026,826564,2017-02-02,other,Universal Music,1,excellent
NLSU32000009,213336,Suzan & Freek,Straks Is Het Te Laat,269041,7,1,73.3,46.4,5.07,0,25.4,37.7,86.028,2.85396666666667,27.4285714285714,0,22,52,0,0,235474,1560195,6471435,23314,0,2020-09-10,Pop,Sony Music,0,fair
PLI061500009,329579,Zbigniew Wodecki feat. Mitch & Mitch,Posłuchaj Mnie Spokojnie,13833,2,1,54.9,70.8,10.9,0.05,69.8,69.9,119.471,4.84088333333333,305.285714285714,0,9,35,0,0,0,253991,226540,2705,0,2016-02-18,Pop,Independent,0,excellent
USA2P1824740,145086,Alex Rose feat. Myke Towers,Darte,302431,19,1,77,55.3,20.8,1.41e-4,10.8,41,155.025,3.98901666666667,155.714285714286,0,266,3,141584850,1585,1755644,7260824,30247075,330492,211160,2018-03-27,other,Independent,0,good
USSD11800298,4946,Leslie Grace feat. Becky G feat. CNCO,Díganle - Tainy Remix,1453740,94,3,84,78.9,9.49,0,30.9,61.9,92.018,3.52396666666667,135.285714285714,0,229,57,0,3329,1002596,3215518,40154366,50089,164130,2018-08-17,other,Sony Music,0,good
DKUM71800018,214182,Bro,Sydpå,18558859,695,1,80.7,71.6,15.4,0,9.7,66.7,99.939,3.11045,163.285714285714,0,248,50,9913148,36700,0,257140,1208888,1155,31066,2018-02-02,Pop,Universal Music,1,excellent
TR0011700396,214701,Derya Uluğ,Nabız 180,218480,28,1,45.1,56.4,3.52,0,18,44.7,75.264,4.03988333333333,177.285714285714,0,24,39,48416520,234,904142,472844,305838,5245,109037,2017-10-27,Pop,Independent,0,good
USMO16700534,240,Marvin Gaye feat. Tammi Terrell,Ain't No Mountain High Enough,756689,2,1,66.3,60,3.2,0,18.4,80,129.991,2.52778333333333,2794.71428571429,0,11881,80,15979834,1107,1015,12761032,90478255,1332003,4580253,1967-01-01,R&B,Universal Music,0,good
SEUM72000661,145754,Jireel feat. Seedy,Vibes,22790,1,1,56.5,62.7,14.2,1.24e-4,12.6,46.9,104.698,2.86333333333333,41.2857142857143,0,16,36,0,0,106264,672629,2965041,1551,0,2020-06-04,Pop,Universal Music,0,fair
USWD11778705,68921,Ewan McGregor feat. Emma Thompson feat. Gugu Mbatha-Raw feat. Ian McKellen,Be Our Guest,31154,4,3,42.5,60,6.59,0,7.3,52.5,114.161,4.81271666666667,210.285714285714,0,257,56,14546121,0,0,1075477,3529440,3433,53301,2017-03-09,other,Universal Music,0,excellent
USUM71815971,5521,Calum Scott,No Matter What,144947,23,2,50.8,29,2.98,0,10.5,28.7,135.114,3.94208333333333,126.285714285714,0,574,15,105485214,2529,778709,11602197,74048772,223402,368996,2018-10-19,Pop,Universal Music,0,good
GBUM71705774,538222,Sigrid,Strangers,655540,61,3,75.8,72,3.84,0.09,7.35,13,115.033,3.89543333333333,175.285714285714,0,1579,7,60865721,44600,447049,2182759,23923073,27719,956192,2017-11-09,Pop,Universal Music,0,good
FRPJW1702060,211618,Sofiane,200,676765,14,2,84.2,70.5,10.7,0,13.3,50,112.954,4.40266666666667,164.285714285714,0,9,33,38965,0,984787,1686390,6462397,1622881,0,2018-01-25,HipHop/Rap,Universal Music,0,fair
ITDF41800014,210170,Gemitaiz feat. Achille Lauro,Keanu Reeves (feat. Achille Lauro),28437883,442,1,81.1,59,4.37,9.93e-4,11.1,16.6,102.709,3.49651666666667,152.285714285714,0,57,56,0,453,1478132,2020546,4302132,117193,73702,2018-04-19,HipHop/Rap,Universal Music,1,good
GBUM71600834,4064,Catfish and the Bottlemen,7,17099,1,1,52.7,71.5,4.37,0.34,10.1,30,155.102,4.27178333333333,251.285714285714,1,1395,6,5329224,113,437478,2300932,11897197,84832,454044,2016-04-20,Rock,Universal Music,0,excellent
USAT22000001,1644133,Breland,My Truck,329306,11,1,88.3,29.9,10.5,5.62e-4,16.2,55.1,136.985,2.63881666666667,62.1428571428572,0,370,64,41879459,642800,92510,874270,5342629,415,398364,2020-01-11,Country,Warner Music,0,good
NLX1N1800003,26189,Boef,Rolls Sessie,4691090,29,2,79.9,55.9,35.1,0,10.5,65.2,46.503,2.08965,121.285714285714,0,121,31,7274124,0,1569253,1404947,5773216,167103,7879,2018-11-23,HipHop/Rap,Warner Music,0,good
MXF151900257,120851,Mike Bahía feat. Ovy On The Drums,La Lá,6662337,270,2,84.9,71.2,29,0,6.88,48.6,94.031,3.29798333333333,70.2857142857143,1,381,60,58559411,3637,4039772,4576034,24568027,454380,159084,2019-05-10,other,Warner Music,0,good
BRWRT1800019,5006,Wesley Safadão feat. Aldair Playboy feat. MC Kevinho,Amor Falso,12615855,139,1,77.6,82.7,4.48,0,7.04,89.6,153.872,2.94908333333333,148.285714285714,0,185,54,5724251,0,32429534,8399039,53574055,2867245,94409,2018-05-18,other,Independent,1,poor
FR0U91900262,5704,Jul feat. Jimmy Sax,Ibiza,3696160,64,1,84.4,82.8,5.81,0.44,9.99,31.8,129.982,3.92511666666667,67.2857142857143,0,28,53,266760,0,2588910,3790210,9369655,4862494,179495,2019-11-08,HipHop/Rap,Independent,0,good
ITQI52000020,108734,Mario Biondi,This Is Christmas Time,37412,1,1,68.2,82.4,6.01,0,7.7,76.3,124.995,4.64,329.714285714286,0,5,26,0,10,0,424328,1251029,21777,4687,2020-12-08,Pop,Sony Music,0,good
CZA232000440,1035676,CA$HANOVA BULHAR,Discoland Flex,106890,15,1,58.1,61.5,40.8,0,10.6,26.1,140.128,2.74285,43.7142857142857,0,1,37,0,0,92775,129167,31990,1226,0,2020-05-19,HipHop/Rap,Warner Music,0,good
ITDF61877066,1102592,Tredici Pietro feat. Mr. Monkey,Piccolo Pietro,28342,1,1,71.6,56.4,27,0,8.92,60.1,185.924,3.29031666666667,131.428571428571,0,8,37,0,0,192236,384477,929070,872,0,2018-09-13,HipHop/Rap,Universal Music,0,good
DKADG2001084,1329722,Branco,Cruise Control,44070,5,1,66.7,44.7,41.2,0,9.44,8,98.723,2.31038333333333,11.2857142857143,0,5,45,0,0,312222,636519,2590374,2118,0,2021-01-01,HipHop/Rap,Sony Music,0,excellent
ITTFC1800008,210177,Mezzosangue,God Bless Ignorance,74626,2,1,40.1,86.7,42.3,0,8.92,46.6,103.861,3.28221666666667,156.285714285714,0,2,29,0,0,191505,150227,58680,15738,0,2018-03-22,Pop,Independent,0,poor
USUM71608414,2796,OneRepublic,Let's Hurt Tonight,5575024,154,5,38.8,71,3.43,0,23.9,29.8,63.2,3.242,224.285714285714,0,1696,16,106670013,7,2122692,26955080,163392826,3455153,2009994,2016-10-07,Pop,Universal Music,0,poor
FRUM71802082,119086,Kaaris,Livraison,1671246,28,3,81.7,55.2,45.8,0,11,56.2,147.861,2.51221666666667,125.428571428571,0,25,36,8332623,0,3282103,1842772,6409318,1419814,0,2018-10-26,HipHop/Rap,Universal Music,0,excellent
HUBAA1900001,1502235,Dzsúdló,Hiszti,42674,1,2,75.6,86.6,6.7,0,18.2,50.5,128.007,3.09375,50.2857142857143,1,4,43,0,0,21469,106604,87013,761,0,2019-09-08,HipHop/Rap,Independent,0,good
DEUM70903295,254451,Culcha Candela,Monsta,176771,5,2,84.3,81.5,3.34,0,11.8,95.5,133.026,3.26866666666667,637.428571428572,0,762,67,43239670,674,28604,1968230,2967703,208640,286321,2009-01-01,Pop,Independent,0,excellent
NLG661900914,1372675,Bokke8 feat. Sevn Alias,Timeline,770567,21,1,74.1,75.5,18.1,3.61,11.8,80.1,130.21,3.2077,77.5714285714286,0,19,28,0,0,0,304009,1537010,375,0,2019-09-26,HipHop/Rap,Universal Music,0,excellent
SE3OH1742983,111996,Ricky Rich feat. ARAM Mafia,Habibi,186462,7,1,47.9,60.9,13.4,0,14.4,74,75.113,2.98385,181.428571428571,0,475,71,971672,8674,145043,1675667,9187031,1910,292998,2017-09-28,HipHop/Rap,Warner Music,0,fair
KRB461800410,206545,Zico feat. IU,SoulMate (feat. IU),249595,17,5,85.5,58,14.1,0,9.65,51.8,96.998,3.65651666666667,137.857142857143,1,421,61,0,0,4672320,2281391,8459202,97189,30845,2018-07-30,Pop,Sony Music,0,good
QM4TX2033640,149609,Rels B,Cuando Quieras,984355,14,2,62.7,51.1,49,0,8.75,59.6,96.994,2.62245,54,0,168,68,16571039,1620,2085280,6294779,15110307,485949,56579,2020-03-08,HipHop/Rap,Independent,0,good
FRZ042000469,1633498,Gambi,CÔTE D’AZUR,436770,7,1,82.9,50.3,5.14,0.05,11.1,37.2,107.02,3.36133333333333,36.2857142857143,0,12,44,0,161,1530793,1199137,1381720,590096,0,2020-07-10,HipHop/Rap,Warner Music,0,poor
KRA391800048,281274,PENTAGON,Naughty boy,2945,1,1,69.5,68,6.14,0,10.9,69.2,160.034,3.31108333333333,131.857142857143,1,319,53,0,0,2024879,1522935,9541354,48533,31946,2018-09-10,Pop,Independent,0,excellent
DETM41610468,225885,Eno,Filim,234688,3,3,81.4,55,13.4,1.73e-4,22.4,55.9,99.994,2.61311666666667,98.2857142857143,0,9,32,0,0,1459126,969670,2007026,229269,0,2019-05-03,HipHop/Rap,Universal Music,0,excellent
PLC062009146,818222,Tymek feat. PlanBe feat. Oki,Milion,2077575,48,1,75.4,66.9,4.49,0,64,56.5,113.007,3.25663333333333,59.2857142857143,0,16,54,0,0,247531,1172434,1863478,11452,5842,2020-01-30,Pop,Independent,0,excellent
ITDF61977040,1102592,Tredici Pietro feat. Mr. Monkey feat. Madame,Farabutto (feat. Madame),42299,1,1,85.3,63.4,27.2,0.15,8.92,73.4,176.006,2.77273333333333,93.2857142857143,0,4,36,0,0,192236,384477,929070,872,0,2019-06-07,HipHop/Rap,Universal Music,0,excellent
ES5021701523,4862,Axel,Aire,280268,18,1,49.9,62.7,3.03,6.39e-4,9.87,21.7,131.049,3.49421666666667,186.285714285714,1,97,48,26278121,1004,162700,1684703,7539873,277352,106414,2017-07-07,Pop,Sony Music,0,excellent
SGSM15100078,1471726,RRILEY,mmm bye,59266,8,1,78.7,60.9,8.74,0,27.7,42.2,110.066,2.30465,81.2857142857143,0,11,28,0,0,87946,72092,174180,15,2452,2019-08-24,Pop,Sony Music,0,fair
GB2DY1900071,660193,D-Block Europe,Kitchen Kings,28304256,385,1,65.2,72.7,5.82,0,46.9,16.5,144.738,3.20043333333333,109.285714285714,0,328,63,0,5030,259535,1964844,12736862,39534,178496,2019-02-10,HipHop/Rap,Universal Music,1,masterpiece
USWB11700167,4429,Bebe Rexha,Small Doses,11393,1,1,47.4,56.5,3.09,0,7.61,27.5,101.896,3.29378333333333,213.428571428571,0,470,0,9359563,436,10557446,25457111,206276244,1304124,67949,2017-02-17,Pop,Warner Music,0,excellent
FIK3E2000386,2219,Elastinen,Note To Self,30743,2,1,63,80.5,27.6,0,35,37.7,88.368,3.27195,18.2857142857143,0,5,28,0,0,239179,348009,1166586,28581,0,2020-11-13,HipHop/Rap,Universal Music,0,good
QZHN61928274,1359284,Labello feat. CA$HANOVA BULHAR,Fotbal a Rap,2252824,483,1,86,61.2,13.4,0,9.02,17.6,98.072,3.5102,76.5714285714286,0,14,49,0,439,0,61728,11456,248,4108,2019-10-02,Pop,Independent,0,good
USUM71922084,4234,Tory Lanez feat. Mario,The Cry (feat. Mario),139853,2,2,42.4,68.4,33.5,0,16.8,37.8,86.381,4.51611666666667,70.2857142857143,0,145,48,2368048,0,10289406,18495164,106899352,410745,0,2019-11-15,R&B,Universal Music,0,good
BRWMB1900497,208846,Ferrugem,Nesse embalo - Ao vivo,132863,2,1,56.2,73.3,4.61,0,97.3,74.2,139.851,3.09635,96.2857142857143,0,23,47,0,0,1077,3857658,17811596,1804573,10519,2019-05-17,other,Warner Music,0,fair
BRWNV2000088,129505,Marília Mendonça feat. Maiara & Maraisa,Coração Bandido,1189483,14,1,62.5,76,3.28,0,9.52,52.5,77.95,4.11875,36.2857142857143,0,115,63,157425894,435,34763823,7660780,55610479,8837978,32277,2020-07-10,other,Independent,0,good
GBKPL1969293,209705,Lauv,Tattoos Together,4236918,115,5,86.2,40,7.36,7.49e-4,12.3,59.6,122.963,3.11021666666667,54.2857142857143,1,572,76,9454190,3342,2039018,23520692,144706579,268521,222749,2020-01-16,Pop,Independent,0,fair
HUBAA1900001,1502235,Dzsúdló,Hiszti,329321,7,1,80.4,59.2,3.73,0.01,17.4,41.8,137.963,3.07643333333333,49.2857142857143,1,4,43,0,0,21469,106604,87013,761,0,2019-09-08,HipHop/Rap,Independent,0,excellent
MXF068601135,314978,Pandora,Los Peces En El Rio,433061,2,1,68.9,76.4,3.3,0,6.64,36.4,120.081,3.17733333333333,1837.57142857143,0,110,45,0,265,215805,1831866,8213211,47394,0,1986-01-01,other,Universal Music,0,good
BRQIZ2020110,731068,Pirate Snake,Kraken,2742,1,1,75.6,86.4,7.1,78,11.8,35.9,124.974,3.552,53.2857142857143,1,12,13,0,0,56899,172485,1360677,2046,12333,2020-03-12,Electro/Dance,Independent,0,good
USUM72001735,3883,J Balvin,Gris,35175148,194,7,84.9,70.9,7.94,0,32.9,91.6,93.06,2.94378333333333,52.4285714285714,0,651,17,43972864,5007,46318486,55127470,341821823,8731541,117656,2020-03-18,R&B,Universal Music,1,good
FR9W12003273,263895,Laylow,NAKRé,252158,5,1,70.2,41.2,13.7,0,25.9,16.4,116.013,3.92845,55.2857142857143,0,6,51,0,0,202127,828519,1258095,90653,0,2020-02-27,HipHop/Rap,Independent,0,excellent
CAUM71700071,2357,Hedley,Better Days,287083,11,1,60.5,73.6,7.51,0,5.49,65.1,96.007,3.72978333333333,187.285714285714,0,289,55,8127322,22000,46908,507731,1090367,57904,127779,2017-08-18,Pop,Universal Music,0,good
USWD11993797,2838,Beyoncé,"SPIRIT - From Disney's """"The Lion King""""",1836211,8,17,44.8,43.5,3.9,0,9.64,4.66,80.849,4.61716666666667,88.5714285714286,0,569,60,0,0,169483261,33860214,233384748,10191161,468041,2019-07-10,HipHop/Rap,Sony Music,0,excellent
JPPO01618974,2897,RADWIMPS,スパークル - movie ver.,139574,6,1,37.4,43.1,3.34,0.65,10.9,29.6,124.012,8.902,238.571428571429,0,288,67,114128429,0,554819,2763832,4013537,26198,11856,2016-08-16,Rock,Universal Music,0,good
QM5FT1600118,2316,Rihanna,Needed Me,47158415,171,18,67.1,31.4,24.4,0,8.25,29.6,110.898,3.19333333333333,268.428571428571,0,18717,80,6126132,0,93509184,44702445,230414178,14183448,2979982,2016-01-28,Pop,Universal Music,1,fair
DK4YA1910108,4850,Gilli feat. Benny Jamz feat. Branco feat. KESI,"100 (feat. Benny Jamz, Branco & Kesi)",1332362,64,1,74.9,57,6.73,0,13.9,48,134.042,2.7202,88.1428571428572,0,44,40,0,6,157814,640606,3398182,20826,0,2019-07-13,HipHop/Rap,Sony Music,0,good
GBCEN1603022,4497,London Grammar,Big Picture,325846,13,6,56,64.3,3.2,2.62,6.52,12.3,113.033,4.69621666666667,197.285714285714,0,692,50,9511087,46,250026,4162753,56989853,605956,194764,2017-02-01,Rock,Universal Music,0,masterpiece
PHW011900004,396930,IV Of Spades,Sweet Shadow,26058,1,1,59.5,72.3,2.66,0,15.7,34.9,127.972,4.05846666666667,113.285714285714,0,5,39,0,0,194614,813694,5066811,23256,0,2019-01-18,Rock,Warner Music,0,excellent
BE6GM1900191,429483,Hamza,Goat,41815,1,1,80.4,34.4,52.1,0,8.27,42.8,160.05,2.98245,85.2857142857143,1,3,34,0,0,354945,2374107,5090468,306441,0,2019-08-02,HipHop/Rap,Warner Music,0,good
BRWMB1801386,538220,UM44K,Tudo que sonhamos,1002696,13,1,72.2,44.9,3.45,0,12,37.2,115.025,2.49443333333333,116.285714285714,0,36,48,39637193,2208,1005250,1499600,5237899,229753,0,2019-01-02,other,Warner Music,0,good
MXUM71801861,23904,Banda Los Sebastianes,A Través Del Vaso,572949,10,1,64.9,52.9,3.98,0,5.63,96.4,144.869,3.002,133.285714285714,0,245,63,276505696,5207,303769,2705007,11334005,273721,795509,2018-08-31,other,Universal Music,0,excellent
MYUM72000005,1039485,Dato' Sri Siti Nurhaliza feat. Kmy Kmo feat. Luca Sickta,7 Nasihat,296251,8,1,58.4,83.3,36.3,0,20.2,62.7,75.313,3.14666666666667,56.5714285714286,1,13,36,0,8825,8103882,509632,816890,13533,16797,2020-02-19,Pop,Universal Music,0,poor
IDUM71300109,324955,RAN,Dekat Di Hati,5635631,544,1,72.2,48.8,2.65,0,10.9,62.8,109.955,4.48111666666667,428.714285714286,0,213,62,59709122,1234,106783,919046,2916315,14502,0,2013-01-01,Pop,Universal Music,0,poor
GBBBN0002397,214383,Howard Blake feat. Declan Galbraith,Walking in the Air,25019,2,1,17.5,18.1,3.56,0.02,25.1,16.8,92.429,3.50445,1975.71428571429,1,124,32,0,3688,0,115327,873825,196,0,2005-11-07,Classics/Jazz,Sony Music,0,good
FRZ042000459,1633498,Gambi,VIVRE,520798,7,2,72.3,49.9,10.6,0,7.41,30.5,89.986,3.33533333333333,36.2857142857143,0,6,45,0,90,1530793,1199137,1381720,590096,0,2020-07-10,HipHop/Rap,Warner Music,0,good
TR0011700175,830,Tarkan,Yolla,7104005,317,1,67.6,91.3,5.37,2.25e-4,7.52,65.8,120.003,4.76428333333333,194.428571428571,0,265,49,378542681,0,4774198,1822027,5356001,418285,383550,2017-06-15,Pop,Independent,0,good
QMUY41800145,3440,Major Lazer feat. Tove Lo,Blow That Smoke (feat. Tove Lo),660403,7,15,71.9,70.3,3.92,0,6.56,72,101.984,3.71666666666667,126.285714285714,0,855,46,23350267,31,3567026,23632961,187456328,7221753,663771,2018-10-17,Electro/Dance,Warner Music,0,excellent
QZES91840175,300542,Chivv feat. Henkie T,HOUDINI,82936,2,1,64.9,84.1,26.7,0,12.9,85.6,139.589,3.01148333333333,117.571428571429,0,17,27,0,0,309162,897346,4248007,26765,0,2018-12-18,Pop,Independent,0,good
GB2GX1900184,1024155,Digga D feat. KO,I Heard,73879,1,1,87.9,53.7,42,0,25.9,56.3,141.024,3.18275,96.2857142857143,0,24,47,0,0,891923,3699238,19092442,32698,4172,2019-05-17,HipHop/Rap,Universal Music,0,excellent
DEQ021906961,20042,RAF Camora feat. Ghetto Phénomène,Puta Madre - Long Version,1263010,33,3,84.3,80.5,4.49,0,15.3,92.4,125.987,4.44968333333333,72.2857142857143,0,35,43,0,7,1872805,2861301,9321204,1016479,56475,2019-10-11,HipHop/Rap,Independent,0,excellent
USZ4V1500129,1964,Diplo feat. Sleepy Tom,Be Right There,4076697,148,5,69.5,79.7,5.48,11.2,66.4,29.7,124.972,3.95085,290.285714285714,0,6687,55,30949941,467,5777984,36101250,304790812,1160562,3227079,2015-08-28,Electro/Dance,Warner Music,0,excellent
NL1TK1900001,614017,Duncan Laurence,Arcade,60328132,531,18,45,32.9,4.41,0.11,13.5,26.6,71.884,3.0604,106.428571428571,0,1935,85,26185229,464700,393880,13289562,97584650,13310,2357979,2019-03-07,Pop,Universal Music,1,excellent
USAT21812314,205962,Kodak Black,Take One,938222,3,2,66,61.5,47,0,31.5,50.1,174.034,2.75861666666667,118.285714285714,0,859,54,9266815,42,10034662,17565764,74137400,318193,62120,2018-11-16,HipHop/Rap,Warner Music,0,good
